po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,defect_data_missing,delivery_date_issue,total_order_value,negotiated_total,savings_amount,savings_pct,lead_time_days,order_year,order_quarter,order_month,defect_rate,on_time,compliant,lead_time_category
PO-00111,Delta_Logistics,2022-08-06,2022-08-15,Raw Materials,Pending,1325,24.36,22.75,206,Yes,FALSE,Nothing,32277,30143.75,2133.25,6.609195402298848,9,2022,3,2022-08-01,15.547169811320755,On Time,1,Short
PO-00112,Gamma_Co,2023-11-03,2023-11-09,Raw Materials,Delivered,1066,70.45,65.88,56,No,FALSE,Nothing,75099.7,70228.08,4871.619999999995,6.486870120652956,6,2023,4,2023-11-01,5.253283302063791,On Time,0,Short
PO-00113,Beta_Supplies,2023-05-27,2023-06-11,Raw Materials,Delivered,1775,47.82,45.86,180,Yes,FALSE,Nothing,84880.5,81401.5,3479,4.098703471350901,15,2023,2,2023-05-01,10.140845070422536,Slightly Late,1,Moderate
PO-00114,Gamma_Co,2023-02-10,NA,Raw Materials,Partially Delivered,345,103.62,98.09,25,No,FALSE,Expected - Pending,35748.9,33841.05,1907.8499999999985,5.33680756610693,NA,2023,1,2023-02-01,7.246376811594203,NA,0,NA
PO-00115,Beta_Supplies,2023-10-21,2023-11-09,Electronics,Delivered,1798,94.8,91.83,0,Yes,FALSE,Nothing,170450.4,165110.34,5340.059999999998,3.132911392405062,19,2023,4,2023-10-01,0,Slightly Late,1,Moderate
PO-00116,Alpha_Inc,2023-04-15,2023-05-01,MRO,Delivered,769,91.86,86.55,17,Yes,FALSE,Nothing,70640.34,66556.95,4083.3899999999994,5.780535597648599,16,2023,2,2023-04-01,2.2106631989596877,Slightly Late,1,Moderate
PO-00117,Alpha_Inc,2022-05-27,NA,Packaging,Delivered,1822,53.23,47.49,39,Yes,FALSE,Missing for delivered,96985.06,86526.78,10458.279999999999,10.783392823595708,NA,2022,2,2022-05-01,2.140504939626784,NA,1,NA
PO-00118,Delta_Logistics,2022-09-29,2022-10-13,Packaging,Delivered,387,49.23,45.41,61,Yes,FALSE,Nothing,19052.01,17573.67,1478.3400000000001,7.759496242128784,14,2022,3,2022-09-01,15.762273901808785,On Time,1,Short
PO-00119,Epsilon_Group,2022-05-23,2022-05-27,MRO,Delivered,928,35.3,32.52,26,Yes,FALSE,Nothing,32758.399999999998,30178.56,2579.8399999999965,7.875354107648709,4,2022,2,2022-05-01,2.8017241379310347,On Time,1,Short
PO-00120,Alpha_Inc,2022-09-10,2022-09-21,Packaging,Partially Delivered,1126,15.68,14.97,27,Yes,FALSE,Nothing,17655.68,16856.22,799.4599999999991,4.5280612244897895,11,2022,3,2022-09-01,2.3978685612788633,On Time,1,Short
PO-00121,Beta_Supplies,2023-07-29,2023-08-14,Raw Materials,Cancelled,841,95.73,85.33,81,Yes,FALSE,Nothing,80508.93000000001,71762.53,8746.400000000009,10.863888018385047,16,2023,3,2023-07-01,9.63139120095125,Slightly Late,1,Moderate
PO-00122,Beta_Supplies,2023-07-06,2023-07-19,Electronics,Delivered,1995,90.65,77.75,206,Yes,FALSE,Nothing,180846.75,155111.25,25735.5,14.23055708769995,13,2023,3,2023-07-01,10.325814536340852,On Time,1,Short
PO-00123,Alpha_Inc,2022-09-27,2022-10-15,Raw Materials,Delivered,266,103.97,101.44,6,Yes,FALSE,Nothing,27656.02,26983.04,672.9799999999996,2.4333942483408686,18,2022,3,2022-09-01,2.2556390977443606,Slightly Late,1,Moderate
PO-00124,Alpha_Inc,2023-08-22,2023-08-25,Raw Materials,Cancelled,813,109.17,107.39,14,Yes,FALSE,Nothing,88755.21,87308.07,1447.1399999999994,1.630484565356784,3,2023,3,2023-08-01,1.7220172201722017,On Time,1,Short
PO-00125,Epsilon_Group,2023-03-15,2023-03-26,Electronics,Delivered,237,64.19,59.01,7,Yes,FALSE,Nothing,15213.029999999999,13985.369999999999,1227.6599999999999,8.069792802617231,11,2023,1,2023-03-01,2.9535864978902953,On Time,1,Short
PO-00126,Alpha_Inc,2023-08-21,2023-09-03,Office Supplies,Cancelled,429,86.73,75.09,9,Yes,FALSE,Nothing,37207.17,32213.61,4993.559999999998,13.420961604980974,13,2023,3,2023-08-01,2.097902097902098,On Time,1,Short
PO-00127,Delta_Logistics,2023-02-13,2023-02-14,Packaging,Delivered,542,101.21,93.11,78,No,FALSE,Nothing,54855.82,50465.62,4390.199999999997,8.003161742910775,1,2023,1,2023-02-01,14.391143911439114,On Time,0,Short
PO-00128,Epsilon_Group,2023-01-06,2023-01-24,Electronics,Delivered,1114,91.66,85.53,35,Yes,FALSE,Nothing,102109.23999999999,95280.42,6828.819999999992,6.687759109753431,18,2023,1,2023-01-01,3.141831238779174,Slightly Late,1,Moderate
PO-00129,Alpha_Inc,2022-08-13,2022-08-15,MRO,Delivered,1230,33.39,30.85,26,Yes,FALSE,Nothing,41069.7,37945.5,3124.199999999997,7.607067984426473,2,2022,3,2022-08-01,2.113821138211382,On Time,1,Short
PO-00130,Beta_Supplies,2022-05-22,2022-06-03,MRO,Delivered,64,51.56,50.88,5,Yes,FALSE,Nothing,3299.84,3256.32,43.51999999999998,1.318851823118696,12,2022,2,2022-05-01,7.8125,On Time,1,Short
PO-00131,Alpha_Inc,2023-06-06,2023-06-22,MRO,Delivered,1886,23.46,23.18,0,Yes,FALSE,Nothing,44245.560000000005,43717.479999999996,528.080000000009,1.1935208866155205,16,2023,2,2023-06-01,0,Slightly Late,1,Moderate
PO-00132,Delta_Logistics,2023-05-21,2023-05-23,Office Supplies,Delivered,114,103.53,101.54,14,Yes,FALSE,Nothing,11802.42,11575.560000000001,226.85999999999876,1.9221481696126677,2,2023,2,2023-05-01,12.280701754385964,On Time,1,Short
PO-00133,Delta_Logistics,2022-04-04,2022-04-22,Electronics,Cancelled,1930,65.52,56.9,282,Yes,FALSE,Nothing,126453.59999999999,109817,16636.59999999999,13.156288156288154,18,2022,2,2022-04-01,14.61139896373057,Slightly Late,1,Moderate
PO-00134,Beta_Supplies,2022-02-18,2022-02-28,Office Supplies,Pending,1912,30.73,29.82,191,Yes,FALSE,Nothing,58755.76,57015.840000000004,1739.9199999999983,2.961275626423691,10,2022,1,2022-02-01,9.989539748953975,On Time,1,Short
PO-00135,Epsilon_Group,2022-04-23,2022-05-09,MRO,Delivered,570,71.51,66.47,0,Yes,FALSE,Nothing,40760.700000000004,37887.9,2872.800000000003,7.047965319535737,16,2022,2,2022-04-01,0,Slightly Late,1,Moderate
PO-00136,Beta_Supplies,2022-06-06,2022-06-26,Raw Materials,Delivered,1417,67.27,60.62,0,Yes,FALSE,Nothing,95321.59,85898.54,9423.050000000003,9.885535900104058,20,2022,2,2022-06-01,0,Slightly Late,1,Moderate
PO-00137,Alpha_Inc,2023-10-05,2023-10-11,Raw Materials,Delivered,1202,46.67,44.13,21,No,FALSE,Nothing,56097.340000000004,53044.26,3053.0800000000017,5.442468395114633,6,2023,4,2023-10-01,1.747088186356073,On Time,0,Short
PO-00138,Beta_Supplies,2022-06-13,2022-06-14,Office Supplies,Delivered,697,20.73,19.83,78,No,FALSE,Nothing,14448.81,13821.509999999998,627.3000000000011,4.3415340086830785,1,2022,2,2022-06-01,11.190817790530847,On Time,0,Short
PO-00139,Epsilon_Group,2023-11-28,2023-12-01,MRO,Delivered,1545,78.19,76.91,42,Yes,FALSE,Nothing,120803.55,118825.95,1977.6000000000058,1.6370379843969833,3,2023,4,2023-11-01,2.7184466019417477,On Time,1,Short
PO-00140,Gamma_Co,2023-03-09,2023-03-13,MRO,Partially Delivered,1136,60.81,58.25,62,Yes,FALSE,Nothing,69080.16,66172,2908.1600000000035,4.209833908896567,4,2023,1,2023-03-01,5.457746478873239,On Time,1,Short
PO-00141,Beta_Supplies,2023-09-03,2023-09-07,MRO,Delivered,1212,87.46,74.55,118,No,FALSE,Nothing,106001.51999999999,90354.59999999999,15646.919999999998,14.761033615367023,4,2023,3,2023-09-01,9.735973597359736,On Time,0,Short
PO-00142,Epsilon_Group,2022-03-07,2022-03-12,MRO,Delivered,1572,57.38,49.32,40,Yes,FALSE,Nothing,90201.36,77531.04,12670.320000000007,14.046706169397005,5,2022,1,2022-03-01,2.5445292620865136,On Time,1,Short
PO-00143,Gamma_Co,2023-01-30,2023-02-09,Electronics,Delivered,642,91.9,81.49,26,Yes,FALSE,Nothing,58999.8,52316.579999999994,6683.220000000008,11.32752992383026,10,2023,1,2023-01-01,4.049844236760125,On Time,1,Short
PO-00144,Epsilon_Group,2023-01-26,2023-02-04,Office Supplies,Delivered,441,63.25,54.12,16,Yes,FALSE,Nothing,27893.25,23866.92,4026.3300000000017,14.434782608695656,9,2023,1,2023-01-01,3.6281179138321997,On Time,1,Short
PO-00145,Epsilon_Group,2023-09-03,2023-09-19,Office Supplies,Delivered,1748,66.53,57.11,0,Yes,FALSE,Nothing,116294.44,99828.28,16466.160000000003,14.159026003306781,16,2023,3,2023-09-01,0,Slightly Late,1,Moderate
PO-00146,Gamma_Co,2023-04-25,NA,Electronics,Pending,468,95.57,91.8,24,Yes,FALSE,Expected - Pending,44726.759999999995,42962.4,1764.3599999999933,3.944752537407132,NA,2023,2,2023-04-01,5.128205128205128,NA,1,NA
PO-00147,Beta_Supplies,2023-06-26,2023-07-14,Raw Materials,Delivered,338,50.25,46.28,49,No,FALSE,Nothing,16984.5,15642.640000000001,1341.8599999999988,7.900497512437808,18,2023,2,2023-06-01,14.497041420118343,Slightly Late,0,Moderate
PO-00148,Gamma_Co,2022-09-15,2022-09-22,Office Supplies,Delivered,428,22.94,21.52,26,Yes,FALSE,Nothing,9818.32,9210.56,607.7600000000002,6.190061028770713,7,2022,3,2022-09-01,6.074766355140187,On Time,1,Short
PO-00149,Beta_Supplies,2023-07-21,NA,Packaging,Delivered,1846,13.72,12.62,216,Yes,FALSE,Missing for delivered,25327.120000000003,23296.519999999997,2030.6000000000058,8.017492711370272,NA,2023,3,2023-07-01,11.700975081256772,NA,1,NA
PO-00150,Epsilon_Group,2022-01-12,2022-01-17,Office Supplies,Delivered,1563,77.96,70.8,41,Yes,FALSE,Nothing,121851.48,110660.4,11191.080000000002,9.184197024114928,5,2022,1,2022-01-01,2.6231605886116443,On Time,1,Short
PO-00151,Beta_Supplies,2023-11-28,2023-12-07,Office Supplies,Delivered,280,73.07,69.29,30,Yes,FALSE,Nothing,20459.6,19401.2,1058.3999999999978,5.17312166415764,9,2023,4,2023-11-01,10.714285714285714,On Time,1,Short
PO-00152,Delta_Logistics,2022-04-28,2022-05-12,Raw Materials,Delivered,1067,74.47,64.16,0,No,FALSE,Nothing,79459.49,68458.72,11000.770000000004,13.844501141399224,14,2022,2,2022-04-01,0,On Time,0,Short
PO-00153,Gamma_Co,2023-11-30,2023-12-17,Electronics,Pending,90,32.38,29.96,7,Yes,FALSE,Nothing,2914.2000000000003,2696.4,217.80000000000018,7.473749227918473,17,2023,4,2023-11-01,7.777777777777778,Slightly Late,1,Moderate
PO-00154,Gamma_Co,2023-07-04,2023-07-05,Raw Materials,Delivered,1101,24.28,22.73,59,No,FALSE,Nothing,26732.280000000002,25025.73,1706.550000000003,6.3838550247117,1,2023,3,2023-07-01,5.358764759309718,On Time,0,Short
PO-00155,Alpha_Inc,2022-10-01,2022-10-11,Raw Materials,Delivered,184,11.82,10.51,4,Yes,FALSE,Nothing,2174.88,1933.84,241.0400000000002,11.082910321489006,10,2022,4,2022-10-01,2.1739130434782608,On Time,1,Short
PO-00156,Epsilon_Group,2023-10-19,2023-11-07,Electronics,Delivered,250,45.92,41.02,3,Yes,FALSE,Nothing,11480,10255,1225,10.67073170731707,19,2023,4,2023-10-01,1.2,Slightly Late,1,Moderate
PO-00157,Epsilon_Group,2022-12-15,NA,Packaging,Cancelled,1913,66.56,61.34,61,Yes,FALSE,Nothing,127329.28,117343.42000000001,9985.859999999986,7.842548076923076,NA,2022,4,2022-12-01,3.1887088342916883,NA,1,NA
PO-00158,Beta_Supplies,2022-04-25,2022-04-30,Electronics,Delivered,829,45.98,40.39,0,Yes,FALSE,Nothing,38117.42,33483.31,4634.110000000001,12.15745976511526,5,2022,2,2022-04-01,0,On Time,1,Short
PO-00159,Delta_Logistics,2022-10-28,2022-11-13,Raw Materials,Delivered,979,51.59,49.69,148,Yes,FALSE,Nothing,50506.61,48646.509999999995,1860.1000000000058,3.682884279899216,16,2022,4,2022-10-01,15.117466802860061,Slightly Late,1,Moderate
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Electronics,Partially Delivered,1106,97.77,90.45,31,Yes,FALSE,Nothing,108133.62,100037.7,8095.919999999998,7.486959189935556,18,2023,1,2023-03-01,2.802893309222423,Slightly Late,1,Moderate
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,Office Supplies,Pending,1121,42.38,38.34,152,Yes,FALSE,Nothing,47507.98,42979.14000000001,4528.8399999999965,9.532798489853702,13,2022,2,2022-06-01,13.559322033898304,On Time,1,Short
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Office Supplies,Delivered,552,60.48,56.78,10,Yes,FALSE,Nothing,33384.96,31342.56,2042.3999999999978,6.117724867724861,11,2023,2,2023-04-01,1.8115942028985508,On Time,1,Short
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Packaging,Delivered,456,80.53,77.86,26,Yes,FALSE,Nothing,36721.68,35504.159999999996,1217.520000000004,3.3155345833850762,8,2022,1,2022-01-01,5.701754385964912,On Time,1,Short
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Packaging,Delivered,1647,47.52,44.92,0,Yes,FALSE,Nothing,78265.44,73983.24,4282.199999999997,5.471380471380474,8,2022,3,2022-09-01,0,On Time,1,Short
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43,Yes,FALSE,Nothing,128357.26999999999,110293.24,18064.029999999984,14.073242598568816,14,2023,2,2023-05-01,2.3875624652970573,On Time,1,Short
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Electronics,Delivered,854,90.24,85.53,0,Yes,FALSE,Nothing,77064.95999999999,73042.62,4022.3399999999965,5.219414893617015,16,2022,3,2022-07-01,0,Slightly Late,1,Moderate
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23,No,FALSE,Nothing,15328.359999999999,14595.76,732.5999999999985,4.779376267258848,13,2023,2,2023-06-01,15.54054054054054,On Time,0,Short
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92,Yes,FALSE,Nothing,17291.47,16749.05,542.4200000000019,3.136922424756246,5,2022,2,2022-04-01,12.551159618008187,On Time,1,Short
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,0,Yes,FALSE,Nothing,200724,172249.2,28474.79999999999,14.186046511627906,2,2023,4,2023-10-01,0,On Time,1,Short
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57,49.14,48,Yes,FALSE,Nothing,44175,38083.5,6091.5,13.789473684210526,19,2022,4,2022-11-01,6.193548387096774,Slightly Late,1,Moderate
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235,No,FALSE,Nothing,59502.6,54189.00000000001,5313.599999999991,8.930029948271152,4,2023,4,2023-10-01,14.506172839506174,On Time,0,Short
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,0,Yes,FALSE,Nothing,56236.8,51368.6,4868.200000000004,8.6566091954023,15,2023,2,2023-06-01,0,Slightly Late,1,Moderate
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51,Yes,FALSE,Nothing,195732.24,183048.24,12684,6.480281429364933,15,2023,3,2023-09-01,2.814569536423841,Slightly Late,1,Moderate
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50,100,Yes,FALSE,Nothing,37052.14,33100,3952.1399999999994,10.666428443809181,5,2022,3,2022-07-01,15.105740181268882,On Time,1,Short
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165,Yes,FALSE,Nothing,62290.299999999996,59419.85,2870.449999999997,4.608181370133065,5,2022,2,2022-06-01,10.749185667752444,On Time,1,Short
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70,Yes,FALSE,Nothing,49152.76,46876.079999999994,2276.6800000000076,4.631845699000431,9,2023,1,2023-01-01,10.115606936416185,On Time,1,Short
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96,Yes,FALSE,Nothing,59680.799999999996,51723.35999999999,7957.440000000002,13.333333333333336,13,2022,2,2022-06-01,5.211726384364821,On Time,1,Short
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102,Yes,FALSE,Nothing,19770.52,18767.98,1002.5400000000009,5.070883315158123,11,2023,3,2023-07-01,9.461966604823747,On Time,1,Short
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,0,Yes,FALSE,Nothing,30261.04,28698.93,1562.1100000000006,5.162116040955635,18,2023,2,2023-06-01,0,Slightly Late,1,Moderate
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13,Yes,FALSE,Nothing,11879.039999999999,10372.08,1506.9599999999991,12.68587360594796,11,2022,1,2022-01-01,2.355072463768116,On Time,1,Short
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28,Yes,FALSE,Nothing,21248.64,20897.76,350.880000000001,1.651305683563747,16,2023,3,2023-09-01,3.431372549019608,Slightly Late,1,Moderate
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50,Yes,FALSE,Nothing,10558.140000000001,9749.07,809.0700000000015,7.662997459779857,2,2022,4,2022-11-01,11.185682326621924,On Time,1,Short
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,0,Yes,FALSE,Nothing,67242.8,64528.8,2714,4.036119852236972,8,2023,2,2023-05-01,0,On Time,1,Short
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38,Yes,FALSE,Nothing,22256.280000000002,21167.519999999997,1088.7600000000057,4.891922639362923,10,2022,1,2022-01-01,4.502369668246446,On Time,1,Short
PO-00185,Epsilon_Group,2022-04-25,NA,MRO,Delivered,442,41.73,36.45,15,Yes,FALSE,Missing for delivered,18444.66,16110.900000000001,2333.7599999999984,12.652767792954695,NA,2022,2,2022-04-01,3.3936651583710407,NA,1,NA
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26,Yes,FALSE,Nothing,24614.4,21360.64,3253.760000000002,13.218928757150294,14,2023,1,2023-01-01,10.15625,On Time,1,Short
PO-00187,Delta_Logistics,2022-11-11,NA,MRO,Partially Delivered,1088,55.29,53.04,161,No,FALSE,Expected - Pending,60155.52,57707.52,2448,4.0694519804666305,NA,2022,4,2022-11-01,14.79779411764706,NA,0,NA
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187,Yes,FALSE,Nothing,140731.28,124916.39,15814.89,11.237650933040612,4,2022,3,2022-09-01,9.684101501812533,On Time,1,Short
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74,Yes,FALSE,Nothing,41911.520000000004,40821.43,1090.0900000000038,2.60093167701864,10,2022,1,2022-03-01,4.548248309772587,On Time,1,Short
PO-00190,Beta_Supplies,2022-09-04,NA,Packaging,Delivered,941,28.4,27.21,0,No,FALSE,Missing for delivered,26724.399999999998,25604.61,1119.7899999999972,4.190140845070415,NA,2022,3,2022-09-01,0,NA,0,NA
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,0,Yes,FALSE,Nothing,22979.32,19619.859999999997,3359.4600000000028,14.619492656875844,2,2023,3,2023-08-01,0,On Time,1,Short
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46,Yes,FALSE,Nothing,44911.44,43253.28,1658.1600000000035,3.6920659858601774,12,2022,1,2022-03-01,2.6077097505668934,On Time,1,Short
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,0,No,FALSE,Nothing,58372.16,51846.08,6526.080000000002,11.180124223602487,8,2022,1,2022-03-01,0,On Time,0,Short
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53,Yes,FALSE,Nothing,25573.13,21966.78,3606.350000000002,14.102106390574804,19,2023,2,2023-05-01,5.805038335158817,Slightly Late,1,Moderate
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17,Yes,FALSE,Nothing,14382.72,13662,720.7199999999993,5.011013215859031,6,2022,1,2022-03-01,2.146464646464646,On Time,1,Short
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44,Yes,FALSE,Nothing,29735.82,27672.839999999997,2062.980000000003,6.93769332744145,3,2023,2,2023-06-01,3.34855403348554,On Time,1,Short
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70,Yes,FALSE,Nothing,32182.5,27701.469999999998,4481.0300000000025,13.923809523809528,13,2022,2,2022-05-01,11.419249592169658,On Time,1,Short
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24,Yes,FALSE,Nothing,31179.8,28494.1,2685.7000000000007,8.613589567604672,8,2022,2,2022-05-01,2.2429906542056073,On Time,1,Short
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6,Yes,FALSE,Nothing,6886.05,6200.2,685.8500000000004,9.95999157717415,19,2023,4,2023-11-01,4.137931034482759,Slightly Late,1,Moderate
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291,Yes,FALSE,Nothing,117847.29,108416.35,9430.939999999988,8.002678720910755,15,2023,2,2023-05-01,14.749113025848962,Slightly Late,1,Moderate
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100,Yes,FALSE,Nothing,142084.41,132055.56,10028.850000000006,7.058374666157952,15,2023,3,2023-07-01,5.534034311012729,Slightly Late,1,Moderate
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100,Yes,FALSE,Nothing,7411.92,6680.34,731.5799999999999,9.870317002881851,1,2022,2,2022-06-01,18.726591760299627,On Time,1,Short
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100,Yes,FALSE,Nothing,126125.59999999999,111710.40000000001,14415.199999999983,11.42924196198075,15,2022,3,2022-09-01,6.756756756756757,Slightly Late,1,Moderate
PO-00204,Alpha_Inc,2023-06-25,NA,Office Supplies,Delivered,280,72.16,62.38,100,Yes,FALSE,Missing for delivered,20204.8,17466.4,2738.399999999998,13.553215077605312,NA,2023,2,2023-06-01,35.714285714285715,NA,1,NA
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100,Yes,FALSE,Nothing,15233.82,14172.480000000001,1061.3399999999983,6.966998428496586,6,2023,3,2023-09-01,12.531328320802004,On Time,1,Short
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100,Yes,FALSE,Nothing,163866.24,155865.6,8000.639999999985,4.88242117473373,12,2023,1,2023-03-01,5.787037037037037,On Time,1,Short
PO-00207,Epsilon_Group,2022-08-05,NA,MRO,Delivered,1244,96.13,84.78,43,Yes,FALSE,Missing for delivered,119585.72,105466.32,14119.399999999994,11.806928118173301,NA,2022,3,2022-08-01,3.456591639871383,NA,1,NA
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46,No,FALSE,Nothing,9965.1,9180.4,784.7000000000007,7.874481941977502,14,2023,3,2023-07-01,7.796610169491526,On Time,0,Short
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152,Yes,FALSE,Nothing,43173.37,36962.97,6210.4000000000015,14.384793218597485,15,2023,4,2023-12-01,13.706041478809738,Slightly Late,1,Moderate
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54,Yes,FALSE,Nothing,48807.22,47383.7,1423.520000000004,2.9166176643537622,7,2022,3,2022-07-01,9.40766550522648,On Time,1,Short
PO-00211,Gamma_Co,2024-01-01,NA,Office Supplies,Delivered,1233,86.62,76.59,65,Yes,FALSE,Missing for delivered,106802.46,94435.47,12366.990000000005,11.579311937196952,NA,2024,1,2024-01-01,5.271695052716951,NA,1,NA
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83,No,FALSE,Nothing,53421.28,48928.08,4493.199999999997,8.410880458124558,4,2022,4,2022-11-01,4.341004184100418,On Time,0,Short
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46,No,FALSE,Nothing,54435.84,49190.72,5245.119999999995,9.635416666666659,19,2023,1,2023-02-01,2.595936794582393,Slightly Late,0,Moderate
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135,Yes,FALSE,Nothing,63312.76,55140.4,8172.360000000001,12.90791935148618,10,2023,4,2023-11-01,10.25835866261398,On Time,1,Short
PO-00215,Beta_Supplies,2023-10-28,NA,Office Supplies,Delivered,1159,59.24,58.08,0,Yes,FALSE,Missing for delivered,68659.16,67314.72,1344.4400000000023,1.9581363943281627,NA,2023,4,2023-10-01,0,NA,1,NA
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31,Yes,FALSE,Nothing,130045.02,126157.5,3887.520000000004,2.9893647599885003,13,2023,1,2023-01-01,1.6586409844836811,On Time,1,Short
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,0,Yes,FALSE,Nothing,28986.21,26879.489999999998,2106.720000000001,7.2680077871512,19,2023,1,2023-03-01,0,Slightly Late,1,Moderate
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70,No,FALSE,Nothing,40950.62,40044.18,906.4400000000023,2.2134951802927563,2,2023,2,2023-06-01,9.575923392612859,On Time,0,Short
PO-00219,Epsilon_Group,2023-04-08,NA,Office Supplies,Cancelled,606,83.07,79.22,16,Yes,FALSE,Nothing,50340.42,48007.32,2333.0999999999985,4.634645479715896,NA,2023,2,2023-04-01,2.6402640264026402,NA,1,NA
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157,Yes,FALSE,Nothing,22349.79,20307.51,2042.2800000000025,9.13780397936625,10,2022,2,2022-05-01,9.532483302975105,On Time,1,Short
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,0,Yes,FALSE,Nothing,36139.86,32348.52,3791.34,10.490743461651485,8,2022,3,2022-09-01,0,On Time,1,Short
